IQ,CGPA,Communication_Skills,Projects_Completed
89,7.55,3,5
81,8.39,10,2
91,5.76,8,5
78,7.67,10,0
131,7.99,9,3
99,7.62,2,5
99,9.57,6,4
108,9.23,3,3
114,7.49,5,1
114,9.47,4,0
116,5.58,8,3
90,5.34,7,0
95,7.22,7,2
111,7.79,1,1
92,7.91,6,3
99,7.4,2,4
105,6.09,8,2
111,6.27,6,5
73,9.12,9,2
110,9.62,10,5
96,8.79,1,5
110,8.08,8,1
111,8.32,2,5
124,5.78,7,2
120,6.98,3,2
120,8.18,7,5
121,7.7,1,3
104,5.43,10,2
100,9.8,9,1
113,8.84,6,5
110,6.05,7,0
95,8.14,9,1
106,9.7,10,1
99,5.56,1,0
87,7.1,8,3
119,7.53,7,4
100,7.46,2,5
130,9.19,1,5
75,7.12,10,4
91,5.73,1,1
100,5.47,4,3
117,5.38,5,3
105,7.27,7,3
104,8.35,8,3
83,6.1,2,1
82,8.57,9,5
104,8.24,7,2
79,6.68,6,5
92,8.12,8,4
107,8.34,2,4
85,7.45,1,5
124,6.58,5,0
118,8.44,9,1
76,9.87,7,4
86,7.53,7,1
65,6.97,9,5
88,7.48,5,1
111,5.88,5,5
93,7.42,7,3
106,6.88,6,0
77,5.25,10,1
111,7.67,6,5
91,5.12,8,4
100,7.45,4,4
98,5.9,2,0
80,4.69,3,1
82,8.76,10,3
114,9.68,4,0
105,6.06,5,1
115,7.37,2,0
104,6.02,8,3
102,7.53,5,2
74,6.73,7,2
95,6.72,9,2
99,8.81,7,3
129,5.92,4,3
110,4.79,3,0
123,8.39,8,5
108,8.38,9,4
89,7.98,5,3
101,7.18,6,3
103,7.33,10,2
85,6.82,10,2
94,7.13,6,5
96,7.65,3,2
124,7.24,4,4
68,8.43,9,2
118,8.73,6,2
85,6.88,5,5
79,7.24,9,4
117,7.19,8,2
110,7.87,9,0
118,7.39,9,0
112,9.8,4,1
130,8.88,8,0
108,9.38,10,4
97,8.22,9,2
105,10.17,5,1
118,7.89,4,3
88,10.25,10,5
90,5.31,1,5
95,5.68,3,3
68,7.99,10,0
102,10.19,2,1
71,6.99,7,3
100,6.55,4,3
112,7.34,9,3
92,8.0,9,0
125,6.13,2,0
78,9.01,3,1
117,9.84,8,0
110,9.65,10,0
74,6.65,3,4
140,7.0,4,0
99,7.02,3,1
86,7.03,2,0
78,5.71,1,5
96,9.06,3,5
98,6.52,9,0
101,9.01,8,4
95,9.2,9,5
109,4.99,10,1
94,9.94,5,5
70,8.67,5,3
97,8.06,8,4
64,6.78,5,0
105,7.85,4,2
85,6.65,9,4
102,7.83,1,4
119,5.58,6,1
85,8.58,7,3
115,6.0,6,3
93,5.1,10,3
126,7.31,8,4
94,7.71,8,2
87,7.25,5,1
110,5.7,4,2
93,9.7,7,3
87,8.02,9,4
92,5.99,2,3
99,7.35,7,2
120,7.74,6,3
70,5.27,3,0
100,8.43,2,1
109,9.34,1,2
102,9.15,2,0
119,5.72,5,3
98,9.48,1,1
97,6.95,8,1
108,9.97,4,1
101,5.36,3,4
94,6.94,10,1
107,7.75,2,0
90,6.06,1,2
90,9.21,8,0
92,8.47,9,3
120,4.69,3,4
51,8.49,3,4
105,7.14,9,3
100,5.89,7,2
74,9.7,9,4
104,9.85,2,3
107,6.71,7,3
108,7.56,8,3
60,6.76,4,3
120,8.56,10,1
88,9.53,4,2
110,6.67,2,5
111,8.77,2,3
86,7.87,4,1
109,7.16,4,1
94,9.47,5,0
68,7.29,10,5
117,6.86,10,3
88,8.21,10,1
87,6.34,9,5
93,6.4,9,0
104,9.86,7,0
99,8.3,6,3
108,8.95,10,4
79,6.8,5,1
88,7.48,4,4
98,9.76,2,0
128,6.47,4,4
98,5.54,7,4
116,7.27,1,3
100,6.74,3,0
92,6.16,4,2
96,9.71,7,1
97,10.13,3,3
109,7.8,4,3
120,8.88,1,2
105,9.07,1,3
117,8.07,10,0
85,5.05,3,3
93,5.79,7,3
89,4.91,6,2
104,4.64,5,1
94,6.29,8,5
110,6.83,8,1
86,6.1,4,4
100,4.94,10,0
110,7.38,6,2
69,6.13,1,1
131,8.55,10,2
95,4.87,10,5
69,8.78,9,4
102,9.97,5,1
100,8.47,8,2
98,8.5,10,5
114,9.3,10,0
111,5.78,1,0
104,9.7,4,4
106,9.36,2,1
98,8.97,2,1
126,6.33,2,0
77,7.85,2,5
102,8.03,8,4
100,7.7,6,3
112,8.73,9,0
87,5.04,2,0
73,6.72,1,2
102,7.3,8,4
104,6.35,10,3
122,6.34,3,5
80,5.98,3,4
117,7.1,8,4
135,7.33,5,0
94,4.82,8,0
80,9.96,2,0
93,9.33,10,2
100,8.56,9,3
108,6.35,2,5
91,7.66,9,5
123,7.45,10,3
83,9.58,6,4
73,8.72,5,5
116,8.18,7,5
65,9.09,7,5
96,6.19,4,0
146,5.12,7,5
99,8.42,3,4
83,5.78,3,0
99,5.18,7,4
99,8.99,1,4
102,6.09,8,2
109,7.92,2,5
84,9.69,1,2
125,6.98,6,5
103,6.17,4,4
110,5.68,7,0
90,5.93,3,4
119,5.07,2,0
96,5.77,4,1
104,7.08,4,3
86,6.28,4,4
85,8.38,3,1
110,9.1,7,4
93,8.65,5,2
87,7.43,4,3
90,5.19,5,4
110,8.72,7,5
90,6.89,4,2
98,5.58,10,2
100,9.05,5,1
71,6.96,6,5
77,5.72,6,2
105,9.43,7,5
88,9.29,10,1
115,6.72,3,0
114,6.59,8,0
110,8.19,5,0
127,9.06,1,0
98,5.56,4,4
109,7.65,4,5
91,9.53,8,1
136,6.73,10,0
129,9.48,9,2
100,10.19,3,5
105,6.24,10,1
120,9.22,1,5
97,6.62,8,5
90,8.85,9,5
113,8.5,4,4
101,6.14,5,0
102,8.99,4,1
87,9.45,4,3
74,6.48,3,0
103,5.74,10,1
113,5.8,4,0
96,7.96,9,3
121,10.24,7,2
89,9.44,6,2
84,7.59,9,3
98,7.3,2,1
98,6.05,4,4
111,5.4,9,0
88,7.85,8,4
120,7.3,1,0
129,7.17,9,4
99,9.58,10,0
118,7.87,2,2
84,8.34,1,0
116,5.88,2,0
115,10.17,10,3
112,8.38,6,3
99,9.8,2,0
55,6.79,1,0
90,7.64,5,1
90,7.17,2,2
85,5.55,4,0
101,7.96,8,0
93,9.58,10,2
87,5.95,6,1
84,4.98,8,5
89,8.48,5,3
116,6.72,2,3
90,7.72,1,2
92,8.2,8,0
93,6.53,1,5
105,9.42,10,3
106,7.5,9,0
54,9.84,4,4
115,8.68,6,0
121,9.23,6,3
84,4.72,3,0
85,6.4,1,5
93,5.19,6,0
88,7.34,10,5
103,9.17,5,1
70,7.23,4,1
83,9.61,9,5
123,6.88,4,0
86,6.35,1,2
118,9.59,10,2
105,7.26,6,2
72,8.54,7,2
109,6.15,1,3
98,9.5,9,2
93,7.84,10,3
103,9.08,2,2
107,5.11,7,5
110,7.08,8,0
117,9.28,8,5
106,9.84,1,2
79,5.48,10,0
92,6.04,1,5
144,7.12,10,0
110,5.62,4,5
135,8.79,2,1
120,5.88,10,5
103,7.19,4,5
104,8.04,6,4
99,7.5,3,5
73,8.89,10,4
100,10.14,3,5
118,5.49,1,0
91,8.74,5,5
106,5.95,7,4
112,7.01,6,4
86,5.56,4,2
93,6.13,6,4
84,6.82,3,4
87,6.58,3,4
80,9.82,7,5
86,8.24,9,1
121,9.46,1,4
86,8.16,4,2
101,6.0,10,3
92,7.09,5,1
117,6.54,2,2
119,6.56,10,0
112,8.54,3,2
104,7.92,5,3
96,6.91,8,1
82,5.46,3,3
129,5.38,3,5
88,5.91,6,0
109,5.22,8,0
115,9.06,1,5
91,5.15,7,0
115,9.09,7,5
111,7.06,3,5
125,5.86,3,5
92,8.9,9,2
80,8.37,10,2
92,5.83,1,4
103,9.01,1,0
100,4.76,2,3
94,5.97,6,0
71,8.34,8,1
107,8.56,10,2
129,6.28,1,0
106,5.15,1,4
109,9.43,2,0
108,6.23,7,4
105,6.25,4,2
113,7.66,1,2
105,9.96,8,4
95,5.08,4,5
88,9.31,7,1
96,7.94,8,5
104,7.6,1,5
95,8.25,2,2
104,10.06,2,4
106,6.47,5,2
112,5.27,5,0
119,9.64,6,3
101,8.64,2,1
80,7.25,8,3
94,7.43,1,1
100,8.92,9,0
72,8.43,5,4
120,9.92,10,5
102,6.67,8,4
105,6.11,8,4
120,7.98,2,0
90,7.21,9,5
108,8.45,6,3
98,6.72,3,2
97,5.4,1,5
88,7.22,9,5
124,8.79,3,4
94,8.97,1,2
110,7.29,5,3
71,5.89,8,2
117,6.83,7,2
115,8.83,5,5
101,6.89,2,2
96,8.78,2,0
106,7.96,3,3
134,6.47,6,2
73,8.92,4,4
111,5.42,9,4
86,7.25,3,5
99,6.29,6,3
96,5.44,4,5
93,7.91,1,0
99,7.2,1,2
82,8.79,8,0
115,8.9,3,3
73,8.41,2,1
108,7.22,1,4
95,8.58,8,2
82,8.3,9,2
103,7.33,1,3
76,7.54,8,3
100,10.11,1,5
78,6.12,10,5
106,9.34,2,5
86,4.96,1,0
93,6.16,2,5
104,5.99,2,4
88,8.38,5,0
99,5.4,10,3
77,8.93,3,4
109,9.04,1,3
126,8.24,10,5
141,6.96,2,0
101,9.2,4,5
111,8.84,7,0
73,7.68,1,0
122,8.09,5,1
111,7.89,2,0
92,7.59,8,2
118,6.35,2,0
96,7.2,4,5
93,4.99,6,3
107,6.46,9,5
84,8.33,10,0
115,9.6,4,3
84,10.07,4,3
84,7.35,7,5
86,8.39,1,4
111,6.25,5,1
90,8.75,5,3
79,5.16,1,3
90,6.74,6,2
99,8.02,9,0
82,6.17,7,1
82,4.79,2,1
131,9.6,4,5
87,6.36,8,4
95,5.74,1,3
94,5.14,6,3
93,6.67,3,2
109,6.29,3,1
114,9.29,1,0
95,6.61,8,4
81,9.39,5,4
119,6.32,1,4
98,7.28,5,4
125,8.36,5,5
66,8.48,9,1
102,7.81,10,3
128,9.87,3,1
94,5.71,9,5
96,7.49,8,0
104,9.04,10,4
91,5.18,2,5
95,5.04,9,1
94,6.51,5,0
90,7.86,8,2
118,6.61,8,4
106,6.24,4,5
103,7.29,1,3
112,7.8,9,3
96,5.97,6,3
88,6.46,2,0
90,7.58,4,1
100,9.76,10,4
84,8.82,5,4
92,8.56,6,5
92,6.9,5,4
131,6.82,9,4
58,7.63,10,2
97,9.39,2,5
125,7.6,3,4
101,9.04,10,2
111,10.33,3,1
101,5.8,3,3
89,5.23,6,2
66,5.6,8,3
103,6.83,5,3
88,5.49,6,0
87,9.06,1,2
92,5.24,10,4
126,6.64,3,5
136,5.88,4,0
103,9.26,7,4
93,8.65,5,5
82,9.23,1,3
107,9.47,3,0
126,7.61,2,4
96,6.07,6,4
64,5.53,5,1
110,5.97,3,0
114,8.81,2,0
76,5.32,1,3
102,5.12,2,5
106,7.73,5,3
98,8.34,5,0
88,8.72,9,1
115,7.01,6,1
93,9.34,3,5
77,7.69,10,3
69,5.75,3,2
118,9.39,3,4
109,10.04,8,3
101,5.71,9,1
93,6.89,3,0
92,7.84,1,1
83,5.85,8,0
93,9.71,10,3
68,5.96,2,4
88,9.08,7,5
95,8.7,7,4
109,7.66,9,3
99,6.12,8,4
111,6.42,9,4
120,5.03,1,5
115,6.11,3,2
107,6.8,4,2
100,9.19,3,2
85,6.37,8,0
111,8.37,7,2
125,6.8,5,3
105,8.68,5,5
128,9.63,4,2
77,6.44,5,5
82,9.38,5,3
112,8.37,4,2
103,8.66,5,4
119,8.25,7,2
99,6.94,9,3
86,6.49,7,3
96,5.56,1,5
77,8.05,9,3
83,9.5,3,2
114,8.91,2,0
113,6.68,10,3
105,9.47,9,5
74,8.85,2,0
94,6.45,10,2
81,4.62,9,5
117,5.76,5,0
91,9.16,6,0
83,8.7,7,3
100,6.05,7,5
90,6.89,4,2
122,8.81,4,3
88,10.06,5,4
79,9.36,9,1
67,8.47,10,0
99,6.59,1,2
91,8.02,8,0
78,5.96,8,2
117,8.69,7,3
110,7.07,6,1
99,9.16,3,1
120,6.51,8,1
109,9.3,7,1
87,6.73,8,0
84,7.56,2,2
112,8.19,8,4
105,5.42,7,2
102,9.68,6,0
87,7.83,9,5
109,7.99,8,3
88,8.84,5,4
98,9.28,5,4
121,7.77,9,5
90,9.57,8,4
76,5.1,4,0
84,5.36,9,1
114,7.71,6,5
103,6.61,5,1
98,7.69,10,1
92,6.65,7,2
107,6.76,9,1
87,8.99,1,4
104,7.58,9,1
89,10.39,10,5
86,8.84,5,5
90,6.85,9,4
94,6.17,5,4
99,7.02,7,2
103,8.98,7,5
44,4.72,9,1
87,5.68,5,3
94,9.63,7,1
122,8.01,5,3
83,6.07,4,5
102,6.42,1,2
122,9.06,5,0
80,9.28,4,2
105,6.63,1,2
87,7.09,10,3
92,9.5,1,2
87,8.73,5,4
89,8.97,9,2
140,7.26,1,5
112,9.98,8,2
116,7.03,9,3
107,6.26,10,5
75,8.44,4,2
105,8.02,8,2
116,9.18,1,5
87,5.36,4,5
114,9.55,10,5
110,6.15,2,1
127,7.99,10,5
93,5.01,4,4
83,8.34,2,4
94,8.46,3,4
121,6.7,1,2
72,6.58,10,4
68,7.57,3,1
101,8.92,7,0
93,6.74,8,0
100,6.56,6,1
114,5.96,1,0
91,9.87,7,0
71,6.34,3,3
130,5.05,9,2
85,8.67,2,3
84,8.31,9,3
116,5.61,10,1
94,10.35,2,0
99,8.25,2,1
107,7.94,4,4
116,7.07,2,3
94,9.0,7,0
122,5.99,3,2
67,6.84,4,3
111,5.75,1,0
87,9.28,10,4
120,7.64,4,1
102,7.85,4,0
89,5.95,4,0
109,8.09,9,3
113,8.58,3,0
109,6.73,7,4
84,9.15,4,2
92,6.55,1,4
99,8.37,10,0
99,5.38,3,2
111,7.72,9,4
69,9.91,10,2
105,9.87,6,5
95,6.8,8,3
87,7.27,9,0
88,5.73,8,2
96,9.38,5,1
45,7.63,6,3
89,6.79,10,0
86,5.58,2,3
107,9.76,9,1
87,7.84,6,0
96,6.13,8,3
123,6.91,7,3
114,6.63,10,2
113,8.19,2,2
92,9.63,2,3
108,9.77,5,2
96,7.2,3,0
97,8.74,1,2
106,7.44,10,0
91,5.97,3,0
122,10.13,7,0
97,6.2,10,0
109,6.14,9,3
121,9.61,4,4
115,5.55,8,4
78,8.41,6,0
106,9.38,4,4
112,7.82,3,0
113,5.28,5,4
83,7.2,3,5
90,5.9,8,1
114,7.0,6,2
88,9.32,6,4
95,7.22,7,0
123,7.13,7,2
99,8.0,8,2
89,7.62,5,3
86,9.57,5,3
104,6.47,6,4
80,8.74,4,3
96,7.45,2,0
104,6.16,2,3
119,6.87,2,1
110,7.3,2,4
89,7.97,5,2
117,5.94,2,5
95,9.32,7,2
81,8.19,4,1
97,9.31,10,0
121,5.65,5,2
102,6.88,2,1
100,5.51,1,3
124,6.41,9,4
78,9.5,6,1
80,5.3,5,1
75,7.51,5,3
105,5.93,2,0
102,7.17,8,5
123,9.32,4,5
103,8.54,4,3
93,9.11,8,3
100,6.91,4,2
101,9.23,1,5
74,8.15,4,1
140,7.47,10,1
107,6.71,1,3
103,9.3,6,3
109,7.61,2,1
110,8.63,9,1
97,7.17,10,1
90,5.91,4,0
108,8.33,8,3
105,8.3,2,3
87,7.95,5,2
121,7.67,8,2
104,5.67,1,4
110,9.11,6,1
120,10.04,2,1
100,9.75,5,4
104,6.83,1,3
112,7.42,4,1
89,8.76,3,2
100,7.59,10,0
101,7.86,5,5
85,9.95,8,3
134,7.76,9,0
78,8.03,5,0
80,5.51,9,4
119,5.55,10,0
110,4.6,4,1
84,9.18,5,4
109,7.32,9,2
122,7.04,9,0
99,8.76,2,1
138,8.46,5,1
74,8.44,8,2
110,6.2,1,4
117,9.45,4,4
113,5.38,8,4
96,5.06,10,2
95,6.08,2,2
106,6.6,1,2
112,5.92,6,4
109,8.18,6,0
115,5.8,1,2
84,8.88,3,2
96,5.63,10,4
85,5.65,8,2
94,7.12,9,0
115,9.71,8,4
101,9.44,1,2
139,10.16,4,2
102,8.04,9,3
100,8.86,1,3
101,8.07,4,1
90,7.91,10,1
99,5.59,7,2
116,7.74,7,3
101,7.37,7,1
88,7.45,10,4
86,7.7,4,3
93,5.3,8,0
101,6.45,3,0
117,5.32,9,0
79,10.13,6,0
95,5.84,7,3
102,6.02,9,4
72,9.06,4,0
87,7.29,5,4
89,6.1,1,1
88,6.97,10,1
102,5.4,8,2
97,5.82,2,3
91,4.89,5,0
106,7.16,5,4
125,9.32,10,4
124,8.4,4,5
71,8.03,4,3
108,5.67,2,1
97,6.9,3,3
102,9.49,10,4
94,5.01,2,3
101,9.64,1,5
102,7.75,4,1
91,9.16,9,1
86,6.65,6,5
93,6.9,8,0
103,8.94,2,0
108,8.44,2,5
112,5.77,2,0
92,9.52,8,1
104,5.68,1,4
114,5.28,5,0
117,8.03,4,3
99,8.88,1,4
96,9.64,10,5
102,7.27,7,2
82,5.07,1,0
97,7.89,6,2
111,6.28,1,0
109,7.62,9,4
95,7.71,3,2
103,4.84,2,1
87,7.89,7,0
110,7.41,1,5
98,8.21,7,5
95,7.81,9,3
94,5.74,4,2
99,6.15,10,5
93,6.38,2,3
109,5.67,4,2
94,8.24,9,4
123,9.68,8,3
121,7.81,5,0
86,8.05,8,1
101,6.9,7,4
90,6.6,4,2
95,10.01,3,0
130,9.49,1,2
95,6.98,3,3
105,6.03,8,3
108,8.81,9,1
84,5.87,9,3
87,8.91,5,4
81,9.08,4,2
86,5.47,6,2
57,9.69,7,4
108,9.81,6,3
130,9.79,5,3
102,7.15,2,4
78,6.5,3,1
90,7.99,9,0
93,6.87,7,0
84,6.03,10,3
112,7.58,2,5
112,7.84,1,0
82,5.05,1,0
110,6.62,1,5
122,5.23,6,0
128,8.46,5,3
142,8.63,7,2
86,5.45,5,3
142,10.2,9,3
94,4.94,1,5
91,8.28,9,1
104,8.76,4,1
91,8.69,10,3
105,5.58,7,4
80,9.12,2,4
96,10.03,3,1
119,7.77,4,5
99,7.9,5,1
102,5.26,2,2
107,8.07,7,1
117,6.56,6,5
75,8.86,9,0
108,7.26,7,3
95,8.7,10,3
102,5.17,10,5
115,5.58,2,3
82,5.62,3,5
84,4.83,3,2
70,7.65,8,2
91,9.28,8,0
119,7.85,3,3
98,7.8,8,0
79,8.86,5,1
92,6.23,4,3
77,6.9,4,0
83,6.81,4,2
105,8.82,1,5
82,6.03,7,2
116,5.3,10,2
98,7.54,10,5
101,9.74,4,0
95,8.33,2,0
111,8.5,1,0
111,7.87,3,4
105,7.8,1,3
108,8.8,5,4
96,9.03,6,4
108,6.56,6,5
94,6.95,6,1
100,6.59,7,1
95,7.69,1,2
93,9.41,4,5
89,6.98,10,4
107,7.04,10,1
119,9.61,9,4
117,7.87,10,3
81,7.33,2,4
119,9.03,8,2
95,7.22,7,0
109,8.73,7,2
86,5.74,3,4
102,5.89,2,5
104,7.1,2,4
77,7.8,3,0
109,9.64,3,2
120,9.4,10,2
97,9.24,2,4
120,6.99,7,3
97,10.11,2,5
112,8.32,6,5
66,6.52,5,1
136,8.65,7,4
122,5.41,7,4
95,5.89,8,5
70,9.08,4,1
104,7.85,10,0
78,7.23,5,4
106,7.28,10,3
106,9.25,4,0
85,8.48,7,0
116,7.47,3,0
112,5.76,10,4
114,6.59,2,5
100,9.71,4,0
78,6.71,5,2
114,7.05,1,4
95,7.57,3,4
79,9.07,8,1
120,8.4,5,5
131,8.16,1,0
99,6.97,4,4
132,5.16,8,5
101,9.75,8,3
94,9.58,2,3
90,10.12,9,5
124,9.66,10,4
88,9.28,1,4
111,8.56,10,3
91,8.84,8,3
93,8.12,8,2
115,5.72,6,3
94,7.36,1,2
93,10.24,9,4
116,6.41,10,0
123,8.92,3,5
109,5.26,1,5
90,7.16,7,5
92,6.27,10,0
101,5.43,5,1
104,5.71,2,5
85,6.12,1,2
110,8.91,6,3
101,5.05,1,2
74,6.42,6,1
86,4.65,1,1
92,8.05,7,2
98,7.69,7,3
128,8.29,10,4
103,6.77,4,4
87,5.83,7,4
103,8.42,8,5
94,8.77,8,1
104,5.6,3,5
108,7.13,8,2
118,6.44,3,1
99,5.46,5,3
124,9.12,1,5
113,7.28,7,0
89,6.52,10,1
133,6.88,8,3
104,10.01,4,3
87,9.65,7,3
124,9.04,7,0
131,6.98,6,4
99,7.87,5,2
92,6.62,10,1
97,5.2,4,0
110,7.09,5,3
119,7.5,7,0
108,6.32,8,1
101,8.99,4,2
122,5.87,5,1
95,7.33,6,5
115,5.64,9,0
95,6.95,10,5
106,5.07,6,3
98,6.64,7,5
99,6.57,8,3
94,7.85,3,4
120,7.64,5,4
89,6.18,4,2
88,8.09,1,2
131,7.99,4,5
114,6.72,2,5
64,8.67,4,4
91,7.98,2,4
72,6.5,4,1
85,9.63,4,1
52,8.89,3,5
97,9.93,5,3
82,8.7,9,5
100,6.66,1,3
75,6.84,7,4
101,8.01,10,1
93,9.47,1,4
122,8.27,10,4
121,9.76,1,2
111,7.1,2,4
95,7.3,10,3
129,9.23,6,2
76,9.26,9,1
78,10.33,3,3
98,8.53,5,0
133,7.3,8,1
96,7.72,10,5
97,9.44,6,0
78,8.24,3,3
114,5.84,2,1
114,7.31,3,0
111,7.29,6,0
90,5.51,5,1
89,9.0,8,4
80,5.3,10,3
101,6.91,2,3
83,9.47,2,2
82,7.6,4,1
93,9.28,9,3
92,6.43,5,0
91,9.72,7,1
106,6.32,7,5
101,5.51,6,0
95,9.1,6,1
102,8.92,9,0
85,5.76,4,0
101,9.44,2,1
102,7.56,7,2
77,9.48,6,0
114,7.11,4,1
86,7.59,1,4
101,7.25,4,5
117,6.97,6,4
113,7.83,3,5
100,7.49,1,2
94,4.99,2,1
114,6.06,6,5
110,6.17,1,2
90,9.04,6,5
88,8.31,1,0
68,8.84,1,5
102,9.51,6,5
98,8.35,1,4
117,10.36,9,2
105,6.14,2,0
120,5.54,9,4
89,7.36,5,2
117,6.96,5,0
92,9.02,10,5
111,7.65,8,3
78,6.43,1,4
103,8.78,9,0
70,7.54,1,3
95,6.22,5,2
106,8.15,8,3
92,10.04,1,5
84,9.19,5,4
112,7.51,3,1
98,7.35,8,2
92,4.93,3,3
100,7.63,8,0
139,8.29,2,1
117,7.06,10,1
117,6.62,3,2
106,9.55,1,3
102,8.85,1,4
64,7.92,4,3
89,5.67,5,3
92,5.39,3,2
71,5.69,2,2
82,7.95,1,0
70,5.4,3,4
99,9.17,1,2
112,10.0,10,0
116,6.47,10,5
106,7.48,6,1
85,8.94,3,0
71,9.47,4,4
73,9.15,8,0
80,5.55,10,5
86,5.53,5,0
97,8.31,5,2
84,8.56,8,4
105,5.41,10,0
96,7.18,10,3
100,9.38,10,0
117,5.88,4,1
82,9.76,8,1
106,4.94,10,0
99,9.23,5,5
94,8.08,6,0
113,6.16,1,3
113,8.83,9,0
85,9.3,4,2
97,9.33,1,4
104,7.07,7,5
95,8.38,10,3
108,8.26,4,0
104,7.84,5,5
127,8.98,7,2
77,4.7,7,5
98,6.38,9,0
86,8.12,9,3
109,5.73,7,3
75,9.67,10,1
105,7.75,9,1
90,7.6,5,0
88,9.17,2,4
78,7.47,9,2
93,8.19,6,1
116,4.66,6,1
99,6.59,9,4
109,6.19,1,5
124,8.11,2,3
103,7.62,3,0
91,6.74,1,0
107,7.52,4,2
91,5.78,2,4
92,9.35,3,5
77,5.44,8,4
113,9.02,4,4
94,7.72,9,3
102,8.08,6,4
84,6.4,1,3
106,9.63,6,0
88,6.86,7,3
97,7.95,4,0
113,10.03,8,2
111,9.86,10,4
99,7.83,3,2
73,10.41,7,4
144,8.12,7,5
126,6.39,4,2
110,6.87,1,1
88,6.98,10,1
98,7.08,10,3
91,8.57,6,5
118,7.83,10,2
103,5.42,7,4
88,8.99,3,0
92,6.74,5,3
116,9.6,8,5
124,10.18,7,3
122,9.48,2,5
111,9.14,4,1
96,5.72,7,5
51,7.43,9,2
104,6.02,7,2
99,6.29,8,5
102,7.55,10,3
100,5.59,9,1
80,9.36,1,0
108,9.86,3,1
109,6.87,6,2
110,7.6,8,0
114,7.04,7,3
109,9.52,6,0
93,8.48,4,3
98,6.05,8,1
101,6.97,10,0
101,6.71,4,4
114,9.37,6,2
109,5.39,3,3
131,5.17,7,0
133,9.58,6,0
101,9.3,7,5
42,9.2,5,4
118,7.18,5,5
91,8.38,2,5
87,7.66,6,5
94,5.53,1,1
93,8.22,7,4
109,5.15,3,0
76,6.4,2,2
83,9.67,7,0
105,6.27,9,0
109,10.1,1,0
109,6.52,6,5
88,6.56,8,4
85,8.61,2,4
92,8.86,5,3
103,7.34,4,3
122,9.01,10,5
69,5.24,3,5
96,9.97,10,3
80,6.35,8,0
75,9.52,2,3
114,6.89,1,3
108,9.31,1,1
106,8.62,10,5
113,5.79,5,5
92,9.57,9,4
93,6.41,4,3
132,6.6,7,4
96,9.36,2,2
111,5.05,3,5
100,5.73,10,1
72,7.87,9,2
69,9.48,5,5
91,5.63,6,4
115,7.82,3,4
111,8.97,6,2
113,9.71,10,3
85,9.96,8,1
124,8.63,10,4
85,8.49,1,0
103,6.77,10,1
99,5.95,8,2
97,8.2,8,4
120,10.12,7,4
89,8.79,4,5
79,5.36,1,2
100,7.53,10,0
94,7.63,2,5
150,8.66,10,0
110,8.48,3,4
93,7.61,5,3
84,6.61,3,0
71,9.8,8,0
84,8.69,6,3
101,6.21,3,5
121,6.88,2,0
116,9.86,3,3
103,9.6,2,2
95,7.53,3,5
104,5.15,9,1
92,5.45,1,1
125,6.72,3,2
97,8.03,7,0
98,7.88,2,1
66,8.64,3,2
97,8.12,6,1
112,4.94,2,0
83,5.52,1,5
88,6.3,10,3
111,6.17,2,2
77,5.17,4,5
115,7.96,5,1
92,9.4,1,0
94,8.54,4,5
83,9.25,5,1
105,8.65,4,0
136,8.97,2,0
111,6.64,1,0
87,9.56,4,0
117,5.5,2,2
95,5.88,10,5
120,5.98,9,3
112,9.88,4,2
55,9.83,3,1
84,9.03,7,2
114,7.95,3,2
102,7.59,10,1
84,9.68,8,3
90,8.18,5,2
71,9.87,4,0
98,6.75,1,2
133,7.0,5,1
112,9.64,9,3
132,5.95,8,2
113,9.92,4,2
115,7.1,9,1
129,9.24,7,4
105,6.99,2,4
97,8.31,7,5
115,7.27,4,2
121,7.78,5,5
92,7.22,1,0
89,10.12,4,2
102,8.22,2,5
112,6.21,9,4
111,9.2,8,2
78,6.65,3,0
128,7.09,7,3
90,5.37,7,2
96,9.78,6,1
86,6.17,3,0
140,6.48,9,2
103,9.83,9,4
87,9.5,6,5
112,5.44,3,2
111,8.44,4,5
97,9.33,5,4
112,5.01,9,1
87,8.8,3,3
92,7.57,9,4
69,8.26,5,2
80,7.86,6,1
127,8.19,2,0
124,5.64,2,2
100,9.12,2,5
124,5.55,7,5
97,7.71,6,5
96,6.0,7,0
100,9.41,3,5
98,6.51,4,5
96,7.28,6,4
117,7.57,3,5
102,8.74,1,1
110,6.95,6,3
115,9.2,10,2
105,5.44,10,1
85,6.27,2,1
79,7.34,7,3
102,9.86,5,5
97,5.12,1,4
101,5.62,9,5
99,5.39,2,5
138,8.55,2,3
80,6.58,10,3
70,8.66,10,3
104,5.1,4,5
94,5.81,2,0
104,6.63,10,5
108,7.76,6,2
119,8.37,5,3
77,5.32,10,2
91,10.08,10,5
106,6.25,3,5
111,8.43,2,3
132,7.75,6,4
114,6.52,2,4
99,9.6,4,3
86,9.49,5,1
91,6.54,8,2
91,8.28,1,4
109,6.57,7,0
103,8.85,6,1
80,6.36,3,4
93,9.63,10,1
113,5.99,10,5
105,5.2,10,2
108,6.26,1,5
105,5.89,2,5
124,7.59,1,1
103,5.88,3,0
94,9.11,1,1
86,6.34,10,5
103,8.72,5,4
63,7.62,10,0
97,10.4,6,5
96,10.16,1,2
79,9.05,1,4
86,9.05,4,2
112,6.6,4,5
103,8.33,8,3
